0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
28;11
28;11
28;11
28;11
28;11
28;11
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
1097,540
1097,360
1097,360
1097,180
1234,180
1234,180
1234,180
1234,180
1234,180
1234,180
1234,180
1234,180
1234,180
960,180
823,180
823,180
823,180
823,180
823,180
823,0
823,0
823,180
823,180
686,180
686,0
686,0
686,0
686,0
686,180
686,180
686,180
686,180
686,0
686,0
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
686,180
823,180
686,180
686,180
686,180
823,360
1097,540
1097,540
1097,540
1097,540
1097,540
1097,540
1097,540
1097,540
960,540
960,540
960,540
960,540
823,540
823,540
823,540
823,540
960,540
1097,540
1234,540
1234,540
1234,540
1371,540
1508,540
1508,540
1508,540
1508,540
1508,720
1508,720
1645,540
1645,540
1645,540
1645,540
1645,540
1645,540
1645,720
1920,900
1920,900
1920,900
1920,900
1920,900
1920,900
1920,900
2057,1080
1920,900
1920,720
1920,720
1782,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1920,540
1782,540
1645,540
1645,540
1645,540
1645,540
1645,540
1371,540
1234,360
1234,360
1234,360
1234,360
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
823,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
686,180
549,180
549,180
549,180
549,180
549,180
549,180
549,180
686,180
549,180
549,180
549,180
549,180
549,180
549,180
549,180
549,180
549,0
412,180
412,180
412,180
412,180
412,0
412,0
412,0
412,0
412,180
412,180
412,180
275,0
275,0
275,0
275,0
275,180
275,180
275,180
275,180
275,180
275,0
275,180
275,180
275,180
275,180
275,180
275,0
275,0
138,180
138,180
138,180
138,180
138,180
0,0
0,0
0,180
0,180
0,180
0,180
0,180
0,180
0,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
275,180
138,180
275,180
138,180
138,180
138,180
275,180
138,180
138,180
138,180
138,180
138,180
138,180
138,180
138,0
138,0
138,180
138,180
